Updated On,State,Total Doses Administered,Sessions,Sites,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Xur-V (Doses Administered),VaxZine-U (Doses Administered),X21 (Doses Administered),ADCC,18-44 Years (Doses Administered),45-60 Years (Doses Administered),60+ Years (Doses Administered),18-44 Years(Individuals Vaccinated),45-60 Years(Individuals Vaccinated),60+ Years(Individuals Vaccinated),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Individuals Vaccinated
16/07/2023,Georgia,12052,228,36,27933,40723,40323,28668,41403,19644,16880,43,8831,46276,28093,9261,40772,37041,5557,11922,42365
2/11/2023,Rhode Island,16741,555,93,21982,25873,9628,30279,47516,23489,40475,31,27220,34141,21142,35678,20675,43458,17902,27502,27884
19/08/2023,Kentucky,58368,139,28,39927,32251,12249,28863,39028,31973,42715,59,591,8560,26282,30111,3802,13061,14021,40701,35255
3/1/2023,Nevada,95275,73,95,28077,41265,48238,37598,40326,3521,11505,45,24529,14743,10876,40583,22067,36288,29446,19005,34924
9/4/2023,Arkansas,44986,490,92,42009,49593,41035,28635,35673,42151,18487,68,27251,43318,26256,46326,46796,32453,46199,32585,18438
17/04/2023,Maryland,6103,94,66,24334,3582,27578,39960,39706,4087,15495,63,13779,44651,13340,3262,14470,49320,27828,30146,45194
17/07/2023,Arizona,36050,515,9,46439,11489,4164,46332,24630,12684,49098,48,8526,16920,11451,37303,18410,38941,42971,28589,44710
26/11/2023,Maine,2740,711,90,49158,11989,41181,39555,16657,11157,27032,52,22470,39369,7865,22114,9260,85,19321,27632,28292
3/5/2023,Indiana,56270,505,30,21988,12426,42779,9451,48730,42971,35535,28,13322,37082,40926,24033,35648,5443,9677,35042,48453
19/12/2022,Nebraska,13579,357,16,32351,46995,45063,46481,19811,39536,2986,97,9383,9495,31859,15524,19608,25436,7337,48656,43457
18/03/2023,South Carolina,72382,756,4,3966,7632,42266,46675,16962,48983,25835,89,1936,11439,28927,25358,3581,36797,2689,23270,42476
17/05/2023,New York,48805,214,52,1320,19612,39089,18009,32509,32288,34527,43,725,37820,17255,5457,22175,47311,22239,22723,18631
13/10/2023,Washington,21165,297,24,17113,27814,12218,28817,20547,43992,43829,73,13077,2983,27740,4807,13187,26643,27775,36190,10878
26/08/2023,Texas,3775,247,96,26477,42640,14940,37374,12956,20578,49679,0,11142,37768,27582,29117,27269,35296,35022,1247,35976
12/11/2023,Maryland,85523,485,22,46191,17576,35791,10785,20834,18079,44707,71,30607,28109,15998,40564,22426,25795,19460,18249,17244
7/7/2023,Utah,31752,964,86,40480,12866,8658,30488,11131,22816,26028,89,13684,25384,7837,7734,8499,7997,28733,22868,21675
19/08/2023,Oklahoma,90099,397,67,24737,42896,38046,45796,15286,29932,17699,87,7745,2448,7687,15404,40604,13173,7061,46869,41315
6/5/2023,Utah,80464,253,96,47530,32725,29779,25381,49409,33949,13369,5,33817,31333,49676,4874,2279,27097,47354,10707,5178
10/9/2023,Tennessee,72892,606,73,28953,18790,23008,23071,24167,25894,21793,72,11839,2614,11317,11939,39702,19917,20390,39041,8051
10/9/2023,Arkansas,34930,404,70,3484,34559,26169,45268,18644,3454,34705,98,38209,1797,28847,20411,24806,9008,13283,33085,16521
10/11/2023,Nebraska,47774,189,58,4515,20761,30107,9683,28894,23726,13390,48,21172,1840,38087,45508,41153,6564,48157,6277,20441
26/07/2023,Kentucky,29651,83,52,18634,37552,23927,44690,40352,35230,46358,85,35343,4384,34713,579,10618,45460,1739,42355,10473
17/01/2023,Kansas,63885,975,13,2034,33742,41469,26318,13981,49373,19866,15,31562,1120,19168,25322,19630,28692,1022,49106,47997
10/10/2023,Florida,16997,151,11,12007,12621,32126,25244,21519,11303,26587,62,41154,25386,15287,38575,28557,12180,21251,2392,12509
1/3/2023,Alaska,66180,326,58,37559,11186,32840,46962,34822,17386,483,24,40528,24478,39920,15600,31391,42376,16714,47854,23415
13/02/2023,California,99927,626,60,34641,20782,29060,46554,5594,19081,27375,41,13660,24527,32764,1621,34975,23664,19248,9213,11773
19/09/2023,Montana,98768,859,51,7932,751,5671,24184,20229,9783,41781,31,28587,2583,46078,35497,35785,38833,16114,5900,7416
5/1/2023,Rhode Island,75498,452,76,2334,17033,23233,17103,2831,198,21038,14,35386,30132,160,29284,5715,38674,23179,25921,17206
20/09/2023,Mississippi,64003,311,43,30452,40126,17225,19176,16604,46297,38428,27,13240,45984,49009,1449,13599,10491,17058,47002,29759
31/07/2023,Washington,86971,163,30,15086,42458,29922,18433,18557,13876,2298,25,16145,25511,4173,27008,45105,16429,41937,21195,7623
10/11/2023,New Jersey,35009,909,54,19172,37232,8918,32461,19259,27606,39551,92,27940,22796,46900,17253,33918,29725,29272,16756,9722
16/10/2023,Tennessee,44671,458,41,34142,36947,39540,39454,47063,27514,19685,50,49087,16534,49839,9508,22608,17683,15177,22214,31887
13/09/2023,Arizona,70939,768,45,9344,16104,47168,27003,44794,46206,41328,89,45801,34643,614,10051,19281,23613,566,42387,24393
24/10/2023,Ohio,18582,728,74,43664,41863,5852,13477,1224,34242,34846,98,18957,37659,22803,27103,17079,26109,14623,10892,49076
15/07/2023,Wisconsin,30844,254,42,15942,40141,40928,38430,43946,10657,47359,96,11464,29169,5032,46245,14852,23111,41505,88,46096
20/05/2023,Kansas,85917,792,89,30232,32141,40483,20522,6235,4792,4137,31,42138,47149,44691,25086,45408,31393,33440,31399,49912
10/12/2023,Alabama,39429,225,44,24926,11418,21538,38244,30328,30474,25094,91,39296,20970,36030,30161,11705,5718,31643,7276,44854
25/12/2022,Illinois,82475,976,40,23992,36418,26467,38666,45093,37682,21067,41,724,13944,31127,47783,44327,14969,27106,416,32110
25/10/2023,Georgia,77323,281,98,30931,2892,30543,29672,32882,18787,23089,15,29070,45324,31641,45301,37991,39882,20424,47603,5124
2/3/2023,Illinois,83727,527,74,40519,38907,30769,5934,13969,7937,21856,37,4650,33987,28363,48217,28340,21690,2594,30834,3571
30/10/2023,Colorado,61809,832,7,32690,18359,20316,25976,14688,19022,30842,87,22320,23243,37554,18748,21389,23524,25928,25480,8636
24/04/2023,Alaska,3121,522,89,33573,10881,26486,20405,11223,34233,17804,65,22454,6953,21792,28452,4587,32254,34939,32600,35839
10/10/2023,Virginia,46353,753,24,45156,20039,44678,22007,31439,44950,11717,23,41643,2935,17826,22828,12621,28277,12038,10519,8786
16/11/2023,Illinois,90987,721,41,1856,7295,33936,37434,9287,49003,45471,66,27745,1157,7772,16159,23046,47169,35296,9123,48947
16/01/2023,Montana,4886,967,6,27985,1073,46536,6036,48341,49601,12665,97,8618,13143,49423,2141,48573,27339,33011,44837,22977
7/4/2023,Texas,42690,347,15,39314,12813,45777,31534,7325,48618,46874,27,23232,13750,1638,129,20166,41379,32780,104,25636
14/10/2023,Connecticut,88986,810,88,9800,35796,2489,206,45692,15523,32705,51,9926,15725,23027,39610,42683,11368,10797,14095,3605
6/11/2023,Connecticut,81748,68,17,8070,39117,46146,26508,6689,18240,2861,24,4813,48889,48313,24434,46328,34905,3283,28935,15400
16/06/2023,Florida,76523,551,41,21110,48555,42760,5579,25031,41044,39451,1,31372,11162,12522,33678,36860,29835,40669,20900,44381
3/2/2023,New Mexico,83119,937,27,34512,1268,5707,44164,8151,27581,19840,36,34996,2635,44895,20655,4383,23042,9583,31589,17115
21/09/2023,New York,6181,473,15,26016,18273,41064,5139,12675,42521,8824,84,8631,49481,24382,28703,47671,33039,29208,33991,47036
10/11/2023,Nebraska,44349,725,76,39074,36439,40496,23049,48899,30803,31132,35,14002,22916,36717,19754,13471,39880,44354,45102,40395
30/06/2023,Georgia,77578,425,59,7946,37230,4295,37128,33026,20481,24884,54,21344,15680,45882,24258,20856,37619,27263,12821,8686
16/02/2023,Hawaii,43914,284,80,39744,19378,46297,43498,26467,21558,35303,66,14229,38829,49583,6632,30911,5475,34027,39435,3590
31/12/2022,Nevada,71744,117,16,24876,11100,311,4116,2948,7003,2811,2,43720,16806,34524,2035,312,32074,11822,21964,47329
2/12/2023,Louisiana,72713,112,61,2490,23843,45780,6759,2238,42084,19367,24,35651,15108,23617,11299,23376,8902,36410,17082,23361
8/5/2023,Colorado,64720,480,20,37346,25583,8811,27119,4890,19136,47753,84,25917,46606,9589,1625,44533,13404,17319,12732,44081
25/11/2023,Washington,71399,337,83,48643,48183,23718,43130,3465,31306,37098,35,21627,20259,8708,27357,26727,39236,47931,42276,30046
2/6/2023,Illinois,48394,766,63,38600,28654,31920,3206,45647,22466,44008,81,47738,32038,429,12602,37240,47859,24406,12805,9448
13/06/2023,Oklahoma,74925,493,64,37771,23038,22777,39027,2048,13580,20732,16,21477,37842,38656,5500,17111,3643,1749,45645,49550
30/04/2023,Wyoming,1894,712,80,33795,44954,4823,15590,20304,33726,47797,95,1252,5178,30395,25804,23691,21574,4503,9194,15020
8/12/2023,Indiana,64413,541,6,2934,33423,31356,9785,38332,4533,21525,51,18240,46179,49388,47187,44017,27631,41475,23065,22818
22/10/2023,Indiana,49208,335,72,39888,26537,17380,5833,39668,43596,7605,10,30118,6535,1854,20458,46714,21964,44524,27884,18686
2/7/2023,Missouri,31142,699,72,8533,37425,25217,45009,49992,27856,43628,45,19283,41132,18672,40052,22640,6639,32280,28592,37825
19/11/2023,New Jersey,33904,202,23,32378,34685,23664,42003,5122,45379,24382,11,15023,30260,19564,48752,20267,41713,16706,18548,14079
26/01/2023,Florida,27813,501,49,2015,10347,1013,49044,23588,16369,45261,48,6448,5955,9359,18688,47123,19476,2851,24503,16738
2/3/2023,Michigan,40041,395,84,31714,17689,27479,26044,41995,16639,13989,97,40211,350,24921,40445,47501,10585,36107,4130,40453
1/11/2023,Rhode Island,60601,828,15,42008,18028,18417,48847,38216,19433,38768,27,36010,35624,5831,24795,46869,25769,36769,7461,9086
1/7/2023,Montana,92504,703,3,48484,38921,28548,11533,47543,39637,33288,34,42711,39009,25739,41178,5608,46152,3611,49057,10802
24/11/2023,Wisconsin,80224,582,80,21695,32171,3497,25904,45842,31692,40212,68,20927,17452,27498,25403,39535,17577,10102,37146,4006
29/07/2023,Kansas,69955,580,21,40571,12353,38380,45251,47770,28913,11755,45,29152,257,32117,8550,4546,47306,30709,35770,809
10/3/2023,Vermont,83088,984,11,24968,49256,48653,22278,11159,21341,23411,17,6226,31456,35214,30909,16028,11354,5750,8105,21528
23/01/2023,New Mexico,7004,894,86,9041,29353,14508,6923,32652,5496,18821,92,5675,41129,46163,31316,45394,3583,49405,32903,16485
26/03/2023,Minnesota,36620,707,42,11806,38524,43918,11386,30611,2956,35904,19,1874,22084,17413,18296,30301,4884,23501,15598,16628
12/3/2023,Louisiana,43521,668,50,42022,31135,27362,28719,35751,21562,20664,9,25355,45626,6111,16488,47286,44103,31366,41331,14683
26/08/2023,Wisconsin,87339,179,58,24316,17767,21747,15887,4870,36041,43720,34,20272,27262,11625,47714,37137,35491,46381,12059,20762
26/11/2023,Iowa,58191,784,50,18083,38792,47416,5199,38649,4571,47979,83,21483,27242,7351,11559,17365,26289,14046,38989,23677
25/06/2023,New Jersey,58852,238,30,31288,25931,34273,41544,1292,34017,22946,88,29741,36625,16216,22357,45706,40528,5861,44932,27859
19/01/2023,Louisiana,81675,181,69,16029,49867,30480,16165,41792,2094,39146,12,25571,34460,35489,16122,10450,30979,20480,5832,45620
19/04/2023,Georgia,23302,763,37,37619,41903,32454,15569,17978,4795,33561,48,49324,2622,14282,44606,14460,1086,31322,40911,20254
4/7/2023,North Carolina,88069,938,75,13798,45777,39316,9372,24994,29394,28000,31,19897,36762,39149,27426,24658,16877,19319,23056,46787
30/08/2023,Washington,84697,853,65,9724,4460,29607,32214,38134,16507,14259,12,43619,4816,39912,13001,4324,31396,31443,49511,22385
10/5/2023,Florida,53513,225,19,38350,46583,12838,21409,17064,2418,42326,10,40095,394,31274,20124,20684,30114,5965,38667,47097
23/08/2023,Indiana,55545,645,45,20162,42469,47746,41596,18662,2031,4195,54,49587,897,17239,37350,27444,27478,46794,1684,35923
14/07/2023,Illinois,81212,802,4,25922,49779,8626,44973,192,39079,40889,54,30233,22467,28846,11079,24008,36768,46170,39130,33858
1/7/2023,Vermont,21989,60,49,5563,10356,38281,12997,22084,14595,22253,55,48320,948,31690,6951,10066,28318,25700,1536,846
14/05/2023,Tennessee,3562,402,89,18536,12989,22618,22594,16227,48132,41402,80,48575,22299,4006,23013,47359,13087,15955,12759,42909
3/6/2023,Iowa,23597,127,29,4784,13363,35952,31575,41444,34463,27078,24,15781,17371,8186,27802,27273,41371,15202,36712,46091
3/7/2023,Arkansas,26484,605,35,14754,1093,34366,19391,44105,47975,43937,26,7753,42926,21764,30900,49292,32681,28026,46718,8025
25/05/2023,South Dakota,79709,268,73,29032,44865,12521,48032,46253,5461,15862,97,9418,33854,27750,17647,43302,8657,25601,6486,42836
10/9/2023,Tennessee,93925,508,57,28506,7888,13923,45524,14161,34753,32638,29,5654,32966,9143,8491,13513,16340,10242,19555,48420
10/7/2023,Maryland,47402,38,38,39771,39827,19623,24062,35549,41399,23120,68,41977,30466,7824,37259,40519,27129,8397,48104,46282
13/04/2023,Maine,94807,48,96,25995,1336,21139,15127,1344,6266,2077,58,44737,18284,27640,42474,19592,9574,31661,15870,25727
7/9/2023,Louisiana,12605,258,13,26259,47637,16499,49422,43532,24263,10510,9,28192,39353,14560,15198,49923,17815,28845,7207,23401
23/01/2023,New York,99727,440,44,2994,24495,17635,32839,20660,44270,30295,15,32939,31451,5811,45666,7744,39334,11599,49777,48394
5/5/2023,Tennessee,66483,821,39,41764,10800,38860,49861,36591,19967,37320,75,36363,42448,9078,38038,42566,19114,26463,8466,35647
20/12/2022,Massachusetts,94846,875,49,18283,22367,9729,25588,23570,35344,46207,63,2535,45676,23430,16554,24936,45324,33009,4562,9418
28/03/2023,Maine,62073,894,91,16751,2121,21656,33971,49987,48199,31622,40,661,37505,4945,5325,21272,17884,34246,33190,33416
4/4/2023,Alaska,23571,23,5,25812,9670,26587,25255,5634,9293,15679,4,7931,28126,10779,15296,25652,28683,35560,39047,20317
6/7/2023,New Mexico,55355,311,39,15651,30589,2368,17801,20757,5337,12360,5,1953,39163,30076,39201,13462,20690,27897,49161,31135
4/2/2023,Nevada,34201,555,80,1771,1824,3082,45090,11433,12797,17900,26,28561,34561,42664,224,48254,35803,1305,32744,15699
2/6/2023,Wisconsin,79633,788,28,12149,2113,23235,47027,19848,7609,11705,2,48210,37802,26615,27748,23910,33517,14334,18359,29625
10/5/2023,Minnesota,89157,893,11,23580,38963,34073,23999,49586,27518,5144,91,11436,22959,45636,39331,12299,26869,23841,19549,2920
9/1/2023,Louisiana,84349,865,8,29105,27548,23707,9850,304,14845,39111,27,1860,16871,41400,47500,46772,477,21001,28675,1526
3/2/2023,Oklahoma,45889,903,55,22906,18526,34998,40505,1519,17474,11091,44,7421,11930,5024,35600,39539,35629,22455,48577,28532
30/11/2023,Ohio,85466,855,89,19242,48838,46169,47071,49002,23629,6538,6,49378,49059,8416,6292,4986,12982,18649,5450,43247
31/10/2023,Oklahoma,97736,381,34,23509,11489,29433,13467,43940,27139,34480,57,22333,4743,36502,6882,45724,43689,17501,20998,15085
27/03/2023,South Dakota,80835,504,97,31655,20281,17675,5720,10299,27595,45692,79,6251,45008,34293,7688,13766,26311,43294,41042,116
5/5/2023,New Hampshire,83249,808,58,2740,21685,17616,303,32731,32129,33005,35,16452,41449,1347,2650,26293,41884,28270,15998,6841
21/02/2023,Minnesota,86532,74,63,40527,16916,49494,36598,14938,40259,6676,3,47144,49467,22432,49387,22363,46801,39243,30464,9950
23/11/2023,Oregon,17363,373,89,30235,26221,14015,3262,6568,40584,48631,70,43447,7862,38737,38512,38416,15238,47800,13711,46905
30/10/2023,Alaska,25785,209,85,27426,33761,41480,25713,35460,7345,21963,6,44758,16075,46586,38574,11272,45408,38492,21694,15084
26/03/2023,Massachusetts,56913,333,95,47695,27585,48440,49012,4643,23048,29555,62,43534,31685,29866,23589,24697,46301,8952,39779,14735
18/03/2023,North Dakota,64418,648,5,19728,30054,25408,15876,17474,19237,29796,92,42663,14925,12867,44959,37570,22333,14023,10745,9872
6/2/2023,South Dakota,37736,376,54,29539,29778,477,27568,43411,12394,26928,19,7948,33766,13088,43991,24234,15365,8850,19899,28352
6/5/2023,Wisconsin,91070,138,13,33311,24249,20923,7933,18460,49969,26500,87,11916,23791,37805,36548,8341,20814,12951,4962,2102
21/07/2023,West Virginia,98855,873,31,8363,48786,11877,4399,28236,25345,1931,11,14719,29979,8305,36199,45970,8306,42022,31299,33463
8/10/2023,South Carolina,67576,402,47,2117,4257,6683,34420,12398,15702,18799,64,31020,18903,17535,27277,9924,41879,45591,22907,353
1/2/2023,Pennsylvania,72786,333,21,37186,3457,16550,1320,39055,32837,11210,0,18867,19042,15698,4327,47835,7795,44698,39326,36728
17/04/2023,Alaska,58508,533,98,24834,2922,25902,44810,7550,38761,33972,42,17476,33864,37685,25604,24996,12543,14619,38288,1799
30/09/2023,Virginia,91718,417,59,24467,8027,22824,18978,7650,21803,2862,19,6040,21135,16638,4172,32440,36631,26016,34045,44178
22/07/2023,Oklahoma,8704,542,52,23161,40143,39929,32442,5222,9892,31062,12,20131,26696,23239,49667,22384,24283,20315,42872,26492
31/08/2023,Ohio,73308,779,6,805,46340,28536,16822,28769,36136,2721,11,6424,8067,43419,37208,7852,7245,82,20209,8792
28/01/2023,Nevada,43179,720,61,4353,18467,9267,15405,9972,28324,38350,24,12417,43051,11004,14019,11596,42004,21527,6116,27403
10/4/2023,New York,26907,248,84,47207,5067,24349,23810,45499,44852,12939,10,31304,26784,46971,24894,13956,43446,38640,15099,43967
8/4/2023,Arkansas,46192,334,8,30133,14723,32867,20638,15002,29517,42077,89,1219,15433,17467,40201,4476,821,4066,6022,26698
30/07/2023,Missouri,10144,180,47,11012,44555,15037,28591,7871,37,7636,18,42791,14866,313,14248,18185,25000,7109,18008,8332
18/08/2023,Virginia,28741,365,89,47650,47346,17623,41927,46250,36525,44086,32,16072,27690,552,13972,12205,34789,44161,12825,37731
11/4/2023,Massachusetts,63551,134,10,24853,23515,16676,33294,30546,41,8168,0,49975,40478,7992,26266,5129,39887,11359,10480,35466
14/03/2023,Hawaii,3195,249,50,28138,8300,1199,5764,49773,15161,38340,37,5617,5760,17665,45915,31102,13747,9625,13734,2647
11/10/2023,Vermont,5680,288,18,20659,40926,27477,36939,23612,2248,39619,62,23363,1913,21819,29821,46619,42644,6398,48246,24549
6/10/2023,North Carolina,56751,168,99,38902,48309,21911,40312,21200,44121,45493,53,47827,48714,347,28899,27984,39152,10342,47781,14593
14/06/2023,Alaska,26687,48,15,11188,2601,13675,40281,12130,4997,36771,4,49442,20523,40389,41420,29105,19759,40026,27921,39793
19/12/2022,Vermont,53237,341,67,11889,13598,45982,34553,39820,34821,1243,64,39590,21956,26825,43284,182,43815,8244,35810,17598
14/03/2023,New Hampshire,98594,830,10,19551,9967,35365,32797,35118,17828,15763,35,40377,15549,45887,33883,11551,48558,28718,21918,14494
7/2/2023,Hawaii,39008,876,59,26692,8846,25,31248,15789,12548,40076,56,37741,22166,33166,47272,11848,35008,26023,19525,37250
25/09/2023,Georgia,11100,513,28,4101,46983,32556,21194,47524,7759,45130,80,3824,21085,33135,46790,43836,39669,48011,6743,29481
29/12/2022,California,61343,717,76,1115,33617,10500,8830,11336,27066,29284,75,28534,43575,7415,21700,19622,25658,24438,48547,10819
22/12/2022,Virginia,81704,379,60,6581,14816,10644,41917,23987,12999,26472,54,44,26799,13499,27448,44345,3881,20543,30997,27179
15/12/2022,Idaho,44723,500,48,46033,7132,27900,13597,18931,22935,43413,56,14115,10695,13456,41870,21768,40651,5640,11810,39636
2/9/2023,Louisiana,55180,202,48,8014,10090,9595,38409,44031,2722,623,12,20722,25346,15413,8146,44556,19703,12649,25038,29846
22/01/2023,Hawaii,58625,16,87,6505,2918,39004,21124,40823,6089,49181,61,32896,49468,47074,24437,25440,18292,699,43153,11716
8/3/2023,North Carolina,46856,555,33,26440,31542,41753,7521,14096,440,37670,99,42372,23475,9120,13419,5492,10446,36728,22234,47718
14/08/2023,South Carolina,90514,295,54,43217,11842,21316,15086,21886,48302,38324,83,13555,32877,36731,35732,36618,26650,12619,29367,14746
27/08/2023,Arkansas,78582,351,5,29904,13836,36738,8462,5936,48675,12913,30,42644,35800,32324,31142,42178,40142,29377,9662,47501
19/02/2023,Utah,21950,24,30,37101,31030,37703,19034,43800,21042,12619,59,35562,42810,7843,5764,1409,10888,12782,13769,27484
9/8/2023,South Carolina,10500,830,38,25641,26412,16688,37084,19684,44487,49603,85,40864,47484,7255,28739,97,6831,1334,31306,28497
2/7/2023,Tennessee,99258,608,43,38301,47300,16834,23920,1151,35896,7486,9,2139,24033,26015,27723,33561,34749,22470,1610,8819
19/06/2023,Hawaii,53548,101,99,14512,12315,25823,46308,25344,49605,43046,16,47180,14899,39295,42807,23992,18158,22163,11406,32390
3/10/2023,Alabama,47614,205,22,12955,31186,25535,21792,29629,3983,23519,94,12759,22478,14155,11678,24463,28253,32700,42057,45627
